candidate_season_key,season_id,season_name,candidate_name,survival_time,departure_type_normalized,departure_category,departure_model_category,final_position_raw,proposed_departure_cause,proposed_confidence,proposal_reason,manual_final_cause,manual_review_status,source_url_1,source_excerpt_1,source_url_2,source_excerpt_2,source_quality,season_year,age,gender,physical_score,event,censored,returned_to_game,first_exit_order,final_exit_order,physical_score_confidence,gender_male,physical_score_available,complete_case_main_model,complete_case_physical_model,search_query
KL22::clo,KL22,Koh-Lanta : La Guerre des Chefs,Clo,17.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminée,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Clo"" Koh-Lanta Koh-Lanta : La Guerre des Chefs première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL22::aurélien,KL22,Koh-Lanta : La Guerre des Chefs,Aurélien,18.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminé,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Aurélien"" Koh-Lanta Koh-Lanta : La Guerre des Chefs première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,19.0,INDETERMINE,INDETERMINE,INDETERMINE,Éliminé,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Steeve"" Koh-Lanta Koh-Lanta : La Guerre des Chefs première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL25::franck macia,KL25,Koh-Lanta : Le Totem Maudit,Franck Macia,3.0,INDETERMINE,INDETERMINE,INDETERMINE,Left Competition Day 4,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Franck Macia"" Koh-Lanta Koh-Lanta : Le Totem Maudit première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL25::pauline pourchaire,KL25,Koh-Lanta : Le Totem Maudit,Pauline Pourchaire,12.0,INDETERMINE,INDETERMINE,INDETERMINE,Eliminated 2nd Jury Member Day 25,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Pauline Pourchaire"" Koh-Lanta Koh-Lanta : Le Totem Maudit première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL25::louana roy,KL25,Koh-Lanta : Le Totem Maudit,Louana Roy,16.0,INDETERMINE,INDETERMINE,INDETERMINE,Eliminated 6th Jury Member Day 31,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Louana Roy"" Koh-Lanta Koh-Lanta : Le Totem Maudit première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL25::fouzi ould bouamama,KL25,Koh-Lanta : Le Totem Maudit,Fouzi Ould Bouamama,17.0,INDETERMINE,INDETERMINE,INDETERMINE,Eliminated 7th Jury Member Day 33,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Fouzi Ould Bouamama"" Koh-Lanta Koh-Lanta : Le Totem Maudit première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL25::ambre daudet,KL25,Koh-Lanta : Le Totem Maudit,Ambre Daudet,20.0,INDETERMINE,INDETERMINE,INDETERMINE,Eliminated 10th Jury Member Day 38,UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Ambre Daudet"" Koh-Lanta Koh-Lanta : Le Totem Maudit première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL26::célia,KL26,Koh-Lanta : Le Feu Sacré,Célia,1.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 11 ],UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Célia"" Koh-Lanta Koh-Lanta : Le Feu Sacré première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL26::emin,KL26,Koh-Lanta : Le Feu Sacré,Emin,2.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé [ 12 ],UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Emin"" Koh-Lanta Koh-Lanta : Le Feu Sacré première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL26::alexandre,KL26,Koh-Lanta : Le Feu Sacré,Alexandre,3.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé [ 13 ],UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Alexandre"" Koh-Lanta Koh-Lanta : Le Feu Sacré première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL26::élodie,KL26,Koh-Lanta : Le Feu Sacré,Élodie,4.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 14 ],UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Élodie"" Koh-Lanta Koh-Lanta : Le Feu Sacré première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL26::christine,KL26,Koh-Lanta : Le Feu Sacré,Christine,7.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminée [ 17 ],UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Christine"" Koh-Lanta Koh-Lanta : Le Feu Sacré première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
KL26::rudy,KL26,Koh-Lanta : Le Feu Sacré,Rudy,8.0,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé [ 18 ],UNRESOLVED,LOW,Informations insuffisantes ou ambiguës,,NEEDS_RESEARCH,,,,,,,,,,,,,,,,,,,,"""Rudy"" Koh-Lanta Koh-Lanta : Le Feu Sacré première sortie élimination conseil médical épreuve ambassadeurs destins liés orientation poteaux abandon volontaire expulsion"
