candidate_season_key,season_id,season_name,candidate_name,survival_time,event,final_position_raw,final_departure_cause,audit_reason,proposal_reason,source_url_1,source_excerpt_1,reviewed_departure_cause,mechanism_present_in_season,source_url_review,source_excerpt_review,confidence,review_status,reviewer_notes,allowed_departure_causes
KL01::romain,KL01,KL KL01,Romain,13.0,1,INDETERMINE,ELIMINATION_CHALLENGE,VERIFY_FINALE_POTEAUX | VERIFY_AMBASSADEURS,Élimination directe après une épreuve à enjeu éliminatoire.,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_%28Saison_1%29,Le tableau de saison précise qu'il termine dernier de l'épreuve du quiz et est éliminé directement.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL01::patricia,KL01,KL KL01,Patricia,14.0,1,INDETERMINE,ELIMINATION_CHALLENGE,VERIFY_FINALE_POTEAUX | VERIFY_AMBASSADEURS,Élimination directe après une épreuve à enjeu éliminatoire.,https://kohlanta.fandom.com/fr/wiki/Les_Aventuriers_de_Koh-Lanta_%28Saison_1%29,Le tableau de saison indique une élimination directe lors de l'épreuve de l'idole en finale.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL01::guénaëlle biras,KL01,KL KL01,Guénaëlle Biras,15.0,1,FINALISTE,JURY_FINAL_DECISION,VERIFY_FINALE_POTEAUX | VERIFY_AMBASSADEURS,Le candidat atteint le jury final mais perd la décision finale des jurés. Cette sortie est distincte de l'orientation et des poteaux.,,,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL01::gilles nicolet,KL01,KL KL01,Gilles Nicolet,16.0,0,VAINQUEUR,CENSORED_WINNER,VERIFY_FINALE_POTEAUX | VERIFY_AMBASSADEURS,,,,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::xavier,KL02,KL KL02,Xavier,1.0,1,INDETERMINE,MEDICAL,VERIFY_AMBASSADEURS,Sortie imposée par le médecin ou évacuation sanitaire.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,La saison indique une évacuation médicale après une chute et une fracture cervicale.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::caroline mercier,KL02,KL KL02,Caroline Mercier,2.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le tableau de saison indique une élimination au conseil.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::céline genty,KL02,KL KL02,Céline Genty,3.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le tableau de saison indique une élimination au conseil au jour 9.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::nelly,KL02,KL KL02,Nelly,4.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le tableau de saison indique une élimination au conseil au jour 12.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::pierre,KL02,KL KL02,Pierre,5.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le résumé de saison décrit son élimination par quatre voix au conseil.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::jacky,KL02,KL KL02,Jacky,6.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,La fiche de saison et la fiche candidat indiquent une élimination au conseil.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::adonis,KL02,KL KL02,Adonis,7.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le résumé de saison décrit son élimination à l'unanimité au conseil.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::jimmy,KL02,KL KL02,Jimmy,8.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le résumé de saison indique qu'il est éliminé par cinq voix contre quatre au conseil.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::béatrice,KL02,KL KL02,Béatrice,9.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,La fiche candidat et le résumé de saison indiquent une élimination au conseil.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::françois-xavier,KL02,KL KL02,François-Xavier,10.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le résumé de saison indique une élimination par quatre voix au conseil.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::isabelle,KL02,KL KL02,Isabelle,11.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le tableau de saison indique une élimination au conseil.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::maud,KL02,KL KL02,Maud,12.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le tableau de saison indique une élimination au conseil.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::marianne,KL02,KL KL02,Marianne,13.0,1,INDETERMINE,ELIMINATION_CHALLENGE,VERIFY_AMBASSADEURS,Élimination directe après une épreuve à enjeu éliminatoire.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,La fiche candidate précise une élimination lors de l'épreuve du quiz.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::bernard,KL02,KL KL02,Bernard,14.0,1,INDETERMINE,FINALE_POTEAUX,VERIFY_AMBASSADEURS,Élimination pendant l'épreuve finale des poteaux.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Nicoya,Le tableau de saison indique qu'il est éliminé aux poteaux.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::nicolas roy,KL02,KL KL02,Nicolas Roy,15.0,1,FINALISTE,JURY_FINAL_DECISION,VERIFY_AMBASSADEURS,Le candidat atteint le jury final mais perd la décision finale des jurés. Cette sortie est distincte de l'orientation et des poteaux.,,,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL02::amel fatnassi,KL02,KL KL02,Amel Fatnassi,16.0,0,VAINQUEUR,CENSORED_WINNER,VERIFY_AMBASSADEURS,,,,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::alexandra denikine,KL03,Koh-Lanta : Bocas del Toro,Alexandra Denikine,1.0,1,ABANDON_MEDICAL,MEDICAL,VERIFY_AMBASSADEURS,Première sortie définitive : évacuation médicale après une réaction allergique.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Première sortie définitive : évacuation médicale après une réaction allergique.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::candice cohen,KL03,Koh-Lanta : Bocas del Toro,Candice Cohen,2.0,1,ABANDON_VOLONTAIRE,VOLUNTARY,VERIFY_AMBASSADEURS,Première sortie définitive : abandon volontaire car elle ne supportait plus les conditions.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Première sortie définitive : abandon volontaire car elle ne supportait plus les conditions.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::michel jeandel,KL03,Koh-Lanta : Bocas del Toro,Michel Jeandel,3.0,1,INDETERMINE,MEDICAL,VERIFY_AMBASSADEURS,Sortie imposée par le médecin ou évacuation sanitaire.,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Bocas_del_Toro,La saison indique une évacuation médicale liée à une blessure au doigt.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::sophie guilloix,KL03,Koh-Lanta : Bocas del Toro,Sophie Guilloix,4.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 10.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::julie bourdon,KL03,Koh-Lanta : Bocas del Toro,Julie Bourdon,5.0,1,INDETERMINE,MEDICAL,VERIFY_AMBASSADEURS,Sortie imposée par le médecin ou évacuation sanitaire.,https://survivor.fandom.com/wiki/Koh-Lanta%3A_Bocas_del_Toro,La saison indique une évacuation médicale après une infection rénale.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::linda delamarre,KL03,Koh-Lanta : Bocas del Toro,Linda Delamarre,6.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 13.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::philippe huquet,KL03,Koh-Lanta : Bocas del Toro,Philippe Huquet,7.0,1,INDETERMINE,MEDICAL,VERIFY_AMBASSADEURS,Sortie imposée par le médecin ou évacuation sanitaire.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique un abandon sur décision médicale au jour 14.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::alexandre bérard,KL03,Koh-Lanta : Bocas del Toro,Alexandre Bérard,8.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 16.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::richard lecourt,KL03,Koh-Lanta : Bocas del Toro,Richard Lecourt,9.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Première sortie au Conseil ; la seconde sortie médicale après retour est ignorée.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,"Après son retour dans le jeu, sa sortie définitive au jour 19 est une évacuation médicale.",,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::sylvie rivoal,KL03,Koh-Lanta : Bocas del Toro,Sylvie Rivoal,10.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 22.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,11.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,"Après son retour, sa sortie définitive est une élimination au conseil au jour 25.",,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::valérie dot,KL03,Koh-Lanta : Bocas del Toro,Valérie Dot,12.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 28.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,Hélène Patry,13.0,1,INDETERMINE,VOTE_CONSEIL,VERIFY_AMBASSADEURS,Élimination décidée par vote au Conseil.,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Bocas_del_Toro,Le tableau de saison indique une élimination au conseil au jour 34.,,,,,,NOT_STARTED,,VOTE_CONSEIL | MEDICAL | ELIMINATION_CHALLENGE | AMBASSADEURS | DESTINS_LIES | FINALE_ORIENTATION | FINALE_POTEAUX | JURY_FINAL_DECISION | VOLUNTARY | DISCIPLINARY_EXPULSION
